chunk_id,doc_id,file_name,source_type,doc_title,h1,h2,h3,section_path,text
CH0114,DOC020,finance_business_partner.md,roles,finance_business_partner,The Role at Made Tech,Definition of Role Success,,The Role at Made Tech > Definition of Role Success,"Success involves;
* having a good understanding of the business units’ strategies and service principles;
* ensuring data accuracy;
* providing regular insights that enlighten and bring numbers to life;
* influencing key commercial decisions;
* having a mindset of continuous improvement;
* ensuring financial performance is collectively owned and understood by all relevant stakeholders; and
* ensuring feedback on financial activity, processes and performance is gathered and used to help drive better business processes."
CH0115,DOC020,finance_business_partner.md,roles,finance_business_partner,The Role at Made Tech,Key Responsibilities,,The Role at Made Tech > Key Responsibilities,"**Business partnering:**
Act as a trusted advisor and a primary point of contact between finance and other departments (primarily commercial and delivery teams). Build strong relationships and communicate effectively.  
**Strategic financial planning:**
Partner with business leaders to shape and execute financial strategies that align with company goals. Provide forward-looking financial insights, analysis and commentary to drive operational efficiencies and anticipate future needs.  
**Budgeting & forecasting:**
Understand financial trends including sales, revenue, margin, and productivity. Create budgets and forecasts in collaboration with relevant business units, ensuring alignment with strategic objectives. Track performance and provide meaningful and actionable insights to ensure that goals are achieved. Challenge assumptions to ensure robust and realistic plans.  
**Sales and delivery support**
Support commercial teams in pricing sales contracts and working with finance, operations and commercial teams to ensure that appropriate project KPIs are understood, tracked and actioned in order to ensure that projects run to plan and delivery risks are mitigated.  
**Financial reporting:**
Ensure regular, accurate, timely, and transparent financial reporting. Provide insights beyond the numbers, turning complex data into actionable recommendations.  
**Data & Technology Integration:**
Leverage modern SaaS tools, dashboards, and data analytics to automate processes, improve decision-making speed, and enhance business visibility on key business metrics.  
**Data integrity and change management:**
Drive continuous improvement initiatives across finance and business processes ensuring a consistent approach to data integrity, collation, analysis and interpretation. Champion the adoption of new technologies, systems, and methodologies to enhance agility and efficiency and manage structured change programs."
CH0116,DOC020,finance_business_partner.md,roles,finance_business_partner,The Role at Made Tech,"Competencies, behaviours, experience and/or qualifications",,"The Role at Made Tech > Competencies, behaviours, experience and/or qualifications","**Financial Expertise:**
Proven experience in financial analysis, budgeting, forecasting, modelling techniques and business partnering. A track record of using data to drive strategic decisions.  
**Strong Analytical & Problem-solving Skills:**
Ability to dissect complex financial data, identify trends, and communicate actionable insights clearly.  
**Stakeholder Management:**
Excellent communication and interpersonal skills, with a strong ability to influence senior leaders and collaborate across functions. Making finance easy to understand for non-finance people. Actively seeking feedback on both self, team and systems and processes regularly. Demonstrate positive response to feedback with course correction.  
**Business Acumen:**
Understanding of how financial decisions impact business strategy, operational performance, and long-term growth.  
**Tech-savvy:**
Demonstrable google sheets skills, and experience with Kimble and SalesForce is an advantage. An appetite for leveraging technology to drive efficiency.  
**Agile & Adaptable:**
Ability to thrive in a fast-paced, dynamic environment. Comfortable with ambiguity and adept at managing change. Able to effectively manage multiple priorities.  
**ESG/Sustainability Focus:**
Experience with - or passion for - integrating financial and sustainability goals is a plus.
Articulation and role modelling of Made Tech values, purpose, and vision  
**Qualifications:**
We are looking for a person who has completed their professional accounting qualification (ACA/ACCA/CIMA qualified (or equivalent)) with experience in a similar finance role, preferably within a professional services and fast-growth company."
CH0117,DOC020,finance_business_partner.md,roles,finance_business_partner,The Role at Made Tech,Work perks and benefits,,The Role at Made Tech > Work perks and benefits,Take a look at the Benefits & Perks section of the Made Tech Handbook to see what we can offer you.
CH0118,DOC020,finance_business_partner.md,roles,finance_business_partner,The Role at Made Tech,Work perks and benefits,Salary and location,The Role at Made Tech > Work perks and benefits > Salary and location,"We mainly work remotely but you will need to go to the office usually a few times a month. We have offices in London, Bristol, Manchester, and Swansea.
The salary for this role is experience dependant though our pay philosophy is to hire and develop:  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025.  
Office: London preferred but open to Bristol and Manchester. (Remote 3-4 days per week)"
CH0119,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,,,Head of Service Line,"Our Heads of Service Line are responsible for building world class professional services practices and developing demand for a set of propositions and capabilities within a particular functional expertise such as user-centred design, product, software engineering, data, cyber security, and more."
CH0120,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Outcomes,,Head of Service Line > Outcomes,"Heads of Service Lines share a common set of outcomes and KPIs that work towards our organisational purpose, vision and missions. To be successful they must work as one team with Industry Practices, the Delivery Management Organisation and Business Services. They should:  
- generate public sector demand for a set of capabilities
- help make sure there’s high growth of revenue and headcount
- maximise utilisation and make the most of bench time by using it to invest in career development, training, and sales
- maximise retention by building a strong practice identity and clearly defining career pathways
- balance retention and profitability to grow a healthy delivery organisation while minimising costs"
CH0121,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Responsibilities,,Head of Service Line > Responsibilities,A Head of Service Line is responsible for delivering the above outcomes by collaborating with the business. They report to the Executive Director for Delivery and Capabilities who is their line manager and representative in the Executive Committee.
CH0122,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Responsibilities,Strategy and management,Head of Service Line > Responsibilities > Strategy and management,"- Influence policy and strategy on behalf of the Capability Practice
- Contribute to annual/quarterly planning and be responsible for the delivery of goals
- Support integration and collaboration of the Delivery Management Organisation and Capability Practices with each other and the wider organisation"
CH0123,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Responsibilities,Demand Generation,Head of Service Line > Responsibilities > Demand Generation,"- Develop and maintain capability and industry-specific go-to-markets and propositions
- Work closely with industries to meet growth targets
- Provide bid support, quality assurance, and sponsorship"
CH0124,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Responsibilities,Hiring and careers,Head of Service Line > Responsibilities > Hiring and careers,"- Scale supply of capability team ahead of demand
- Management of capability team including performance, progression, career paths and succession planning
- Maintain high levels of motivation and retention in the capability team"
CH0125,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Responsibilities,Community and thought leadership,Head of Service Line > Responsibilities > Community and thought leadership,"- Continuously improve service delivery and ways of working based on past successes and failures
- Foster thriving community of practice and shared identity
- Consistently deliver thought leadership content and work with marketing to promote and drive growth
- Encourage cross-community and multi-disciplinary collaboration"
CH0126,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Competencies,,Head of Service Line > Competencies,"- Articulation and role modelling of values, purpose, and vision
- Strategic thinking and planning
- Commercial awareness
- Time management including balancing multiple priorities
- Performance management of direct and indirect reports
- Prioritise diversity and inclusion in goals and day-to-day activity
- Inspiring leadership and good communication
- Trust building with your seniors, peers, and juniors
- Continuous improvement and feedback"
CH0127,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Work perks and benefits,,Head of Service Line > Work perks and benefits,Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.
CH0128,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Salary and location,,Head of Service Line > Salary and location,"We mainly work remotely but you may need to visit clients or go to the office occasionally. We have offices in London, Bristol, Manchester, and Swansea.  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025."
CH0129,DOC021,head_of_service_line.md,roles,head_of_service_line,Head of Service Line,Applying,,Head of Service Line > Applying,"When we’re hiring for a Head of Service Line role, you can see details and apply at www.madetech.com/careers. If you have any questions about the role please email us at [careers@madetech.com](mailto:careers@madetech.com). We’re happy to help!"
CH0130,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Lead Business Analyst,,,Lead Business Analyst,"Lead Business Analysts help teams deliver products and services that bring value to their users through:
Identifying business problems and opportunities
Conducting research to understand the public sector domain, people, organisation, processes and technology
Explore, elicit and analyse business and user needs
Identify areas for improvement and explore feasibility of options
Understand any business and policy constraints that need to be considered, and assess the implications"
CH0131,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Scope,,Key responsibilities > Scope,"A lead business analyst has a good understanding at an enterprise/strategic level of an organisation and works in highly complex problem spaces, typically spanning multiple products or services.  
At this role level, you will:
- Take responsibility for investigative work to determine business requirements and specify effective business processes, through improvements in information systems, information management, practices, procedures, and organisation change.
- Select, adopt and adapt appropriate business analysis methods, tools and techniques; selecting appropriately from predictive (plan-driven) approaches or adaptive (iterative/agile) approaches.
- Collaborate with stakeholders at all levels, in the conduct of investigations for strategy studies, business requirements specifications and feasibility studies.
- Prepare business cases which define potential benefits, options for achieving these benefits through development of new or changed processes, and associated business risks."
CH0132,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Competencies,,Key responsibilities > Competencies,"Lead Business Analysts display [Made Tech’s values](https://github.com/madetech/handbook/blob/main/company/about.md), relevant [DDaT capabilities](https://www.gov.uk/guidance/business-analyst--2#:~:text=Skill%20level%3A%20practitioner-,Lead%20business%20analyst,system%20in%20a%20project%20or%20programme%20of%20work.%20(Skill%20level%3A%20practitioner),-Head%20of%20business) and [SFIA (Level 5)](https://sfia-online.org/en/sfia-8/responsibilities/level-5) behaviours."
CH0133,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Skills needed for this role,,Key responsibilities > Skills needed for this role,"Applies the following practices as a Lead Business Analyst, within an engagement:  
- Agile working, coach and lead teams in Agile and Lean practices, determine the right approach for the team, and think of new ways to achieve the right outcomes.
- Business analysis: Set the direction for business analysis, guide decision making, influence strategic plans, and ensure solutions align with organisational vision.
- Business modelling, set the direction of scope and methodology for representing complex situations, and document conceptual models to support strategic planning.
- Business process improvement, identify opportunities to perform activities in alternative ways, lead exploration of process efficiency improvements, and oversee implementation.
- Business process testing, direct the application of business analysis skills to support design, execution, and assessment of business process tests and usability evaluations.
- Consultancy (business analysis), provide advice, guidance and recommendations, propose methodologies and approaches to implementation, frame problems, and troubleshoot as needed.
- Enterprise and business architecture (business analyst), translate business drivers into objectives, define required capabilities, and support organisational changes to meet business objectives.
- Methods and tools, set direction, assess effectiveness of approaches, recommend tools for organisational collaboration and build capability.
- Requirements definition and management, direct approach to requirements management, influence prioritisation of complex requirement sets, and ensure solutions align with organisational vision.
- Stakeholder relationship management (business analysis), develop engagement strategies, lead communication with stakeholders, and act as point of consultation and escalation to resolve conflict.
- Systems analysis, set direction for identification and analysis of IT system capabilities, identify gaps in functionality, and bring business and technical concepts together to form recommendations.
- Testing (business analysis), recommend value of testing, advise on business scenarios, and develop acceptance criteria to ensure requirements can be traced to develop functionality.
- User experience analysis, advise on approach to analysis, prioritisation, and validation of user experience needs, recommend techniques, and articulate how they affect system design."
CH0134,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Community of Practice (CoP),,Key responsibilities > Community of Practice (CoP),"Engages and participates within the Made Tech and client communities of practice to:  
- build an inclusive and supportive culture
- recognise when to ask for further guidance and support and identify how to improve how we work, for example, by discussing and sharing approaches, ideas and examples of practice
- direct work within the community of practice, ensuring strategic objectives are achieved
- mentor and coach others within the community, acting as a thought leader, to support their development and practice
- advance product-led thinking internally and externally"
CH0135,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Work perks and benefits,,Key responsibilities > Work perks and benefits,Take a look at the [Benefits & Perks](https://github.com/madetech/handbook/blob/350005eb3769ef05338461af6413e4553aee54b2/benefits/made_tech_benefits_box.md) section to see what we can offer you.
CH0136,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Sales,,Key responsibilities > Sales,"Collaborates with Principal Business Analysts to ensure that engagements are effective, efficient and profitable, and identify avenues of potential work through highlighting opportunities"
CH0137,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Key measures,,Key responsibilities > Key measures,"- Delivery of good public services for users with clients, shown through relevant measures, for example. data, metrics, KPIs or the passing of service standards
- Personal performance aligned with DDaT and SFIA grade, evidenced through peer feedback"
CH0138,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Salary and location,,Key responsibilities > Salary and location,"We mainly work remotely but you may need to visit clients or go to the office occasionally. We have offices in London, Bristol, Manchester, and Swansea.
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025."
CH0139,DOC022,lead_business_analyst.md,roles,lead_business_analyst,Key responsibilities,Applying,,Key responsibilities > Applying,"When we’re hiring for this role, you can see the details and apply at www.madetech.com/careers. If you have any questions about the role please email us at careers@madetech.com. We’re happy to help!"
CH0140,DOC023,lead_data_engineer.md,roles,lead_data_engineer,Lead Data Engineer,,,Lead Data Engineer,"Our Lead Data Engineers enable public sector organisations to embrace a data-supported approach by providing data platforms and services that are high-quality, cost-efficient, and tailored to our clients' needs. They manage teams to develop, operate, and maintain these services. They make sure they’re providing maximum value to data consumers, including analysts, scientists, and business stakeholders."
CH0141,DOC023,lead_data_engineer.md,roles,lead_data_engineer,Lead Data Engineer,Your role at Made Tech,,Lead Data Engineer > Your role at Made Tech,"At Made Tech we want to positively impact the future of the country by using technology to improve society, for everyone. We want to empower the public sector to deliver and continuously improve digital services that are secure, user-centric, data-driven and freed from legacy technology. A key component of this is developing modern data systems and platforms that drive informed decision-making for our clients. You will also work closely with clients to help shape their data strategy.  
You may play one or more roles according to our clients' needs. Sometimes the role is very hands-on and you'll both manage the team and contribute to a project, delivering engineering work including code as well as upskilling members of the client team. At other points, you might play more of a technical architect role, making sure that the wider context of a delivery is considered and maintaining alignment between the operational and analytical aspects of the engineering solution.  
As a senior member of the data capability within Made Tech, you will also be responsible for our hiring and continued development of the team, as well as representing us both internally to the organisation and publicly via presentations. At times, you will participate in the bid process of winning new contracts as a technical representative for the capability, using your data expertise to demonstrate the value that we can deliver. You will also line-manage members of the team up to a senior level.  
You’ll need to have a drive to deliver outcomes for users and have a desire to mentor teams. You will need to be comfortable sharing your knowledge and skills with others. We'd love to hear some examples of times you’ve mentored, coached, and contributed to the growth of team members. Maybe you’ve written some blog posts about your discipline, or perhaps even delivered a talk or two that you’d like to share."
CH0142,DOC023,lead_data_engineer.md,roles,lead_data_engineer,Lead Data Engineer,What skills and experience are we looking for?,,Lead Data Engineer > What skills and experience are we looking for?,"We look for the following skills and experience. But when we’re hiring for this role, if you don’t have some of the skills and experience listed below, don’t let that stop you from applying!  
- Working directly with customers and users
- Strong understanding of the possible architectures involved in modern data system design (e.g. warehouses, lakes and meshes)
- Designing and implementing efficient data transformation processes at scale, both in batch and streaming use cases
- Owning the cloud infrastructure underpinning data systems through a DevOps approach
- Agile practices such as Scrum, XP, and/or Kanban
- Showcasing and presentation skills
- Evidence of self-development – we value keen learners
- Empathy and people skills"
CH0143,DOC023,lead_data_engineer.md,roles,lead_data_engineer,Lead Data Engineer,Desirable experience,,Lead Data Engineer > Desirable experience,"Experience in the following things isn’t essential, but it’s highly desirable!  
- Working at a technology consultancy
- Pair programming
- Working with data scientists to productionise advanced data deliverables, such as machine learning models
- Infrastructure-as-Code (e.g. Terraform, Cloud Formation)
- Working knowledge of statistics
- Working within bid teams to win contracts exceeding value of £1m
- Working with multidisciplinary digital and technology teams
- Working within the public sector
- Experience in hiring, forming and running teams"
CH0144,DOC023,lead_data_engineer.md,roles,lead_data_engineer,Lead Data Engineer,Work perks and benefits,,Lead Data Engineer > Work perks and benefits,Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.
CH0145,DOC023,lead_data_engineer.md,roles,lead_data_engineer,Lead Data Engineer,Salary and location,,Lead Data Engineer > Salary and location,"We mainly work remotely but you may need to visit clients or go to the office occasionally. We have offices in London, Bristol, Manchester, and Swansea.  
The salary for this role is location-dependent:  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025."
CH0146,DOC023,lead_data_engineer.md,roles,lead_data_engineer,Lead Data Engineer,Applying,,Lead Data Engineer > Applying,"When we’re hiring for this role, you can see the details and apply at www.madetech.com/careers. If you have any questions about the role please email us at [careers@madetech.com](mailto:careers@madetech.com). We’re happy to help!"
